"seller","day_of_week","income"
Shaun Andersen,Saturday,417700.3200
Shaun Andersen,Sunday,443806.5900
Sheena Chande,Monday,1940166.0000
Sheena Chande,Tuesday,2173410.0000
Sheena Chande,Wednesday,1918962.0000
Sheena Chande,Thursday,1961370.0000
Sheena Chande,Friday,2077992.0000
Sheena Chande,Saturday,2258226.0000
Sheena Chande,Sunday,2364246.0000
Shelley Dyck,Monday,17946311.2500
Shelley Dyck,Tuesday,17946311.2500
Shelley Dyck,Wednesday,7178524.5000
Shelley Dyck,Thursday,12921344.1000
Shelley Dyck,Friday,8614229.4000
Shelley Dyck,Saturday,12203491.6500
Shelley Dyck,Sunday,18664163.7000
Spencer Bennett,Monday,490336.0000
Spencer Bennett,Tuesday,441302.4000
Spencer Bennett,Wednesday,343235.2000
Spencer Bennett,Thursday,392268.8000
Spencer Bennett,Friday,490336.0000
Spencer Bennett,Saturday,490336.0000
Spencer Bennett,Sunday,196134.4000
Stephanie Alexander,Monday,41415168.0000
Stephanie Alexander,Tuesday,50540544.0000
Stephanie Alexander,Wednesday,38958336.0000
Stephanie Alexander,Thursday,47732736.0000
Stephanie Alexander,Friday,42819072.0000
Stephanie Alexander,Saturday,42468096.0000
Stephanie Alexander,Sunday,46679808.0000
Steven Peterson,Monday,1462219.5000
Steven Peterson,Tuesday,1364738.2000
Steven Peterson,Wednesday,1481715.7600
Steven Peterson,Thursday,1052798.0400
Steven Peterson,Friday,1384234.4600
Steven Peterson,Saturday,1540204.5400
Steven Peterson,Sunday,1208768.1200
Steven Watson,Monday,2349288.0000
Steven Watson,Tuesday,2349288.0000
Steven Watson,Wednesday,1566192.0000
Steven Watson,Thursday,1566192.0000
Steven Watson,Friday,2871352.0000
Steven Watson,Saturday,2610320.0000
Steven Watson,Sunday,1305160.0000
Tabitha Gonzalez,Monday,4092084.0000
Tabitha Gonzalez,Tuesday,4910500.8000
Tabitha Gonzalez,Wednesday,4092084.0000
Tabitha Gonzalez,Thursday,6547334.4000
Tabitha Gonzalez,Friday,6001723.2000
Tabitha Gonzalez,Saturday,3273667.2000
Tabitha Gonzalez,Sunday,3273667.2000
Tabitha Rodriguez,Monday,11235833.1800
Tabitha Rodriguez,Tuesday,9664387.9800
Tabitha Rodriguez,Wednesday,7700081.4800
Tabitha Rodriguez,Thursday,11550122.2200
Tabitha Rodriguez,Friday,9664387.9800
Tabitha Rodriguez,Saturday,12021555.7800
Tabitha Rodriguez,Sunday,8014370.5200
Tara Xie,Monday,111996.0000
Tara Xie,Tuesday,55998.0000
Tara Xie,Wednesday,55998.0000
Tara Xie,Thursday,167994.0000
Tara Xie,Friday,167994.0000
Tara Xie,Saturday,111996.0000
Tasha Yuan,Monday,60419164.8000
Tasha Yuan,Tuesday,52254412.8000
Tasha Yuan,Wednesday,50621462.4000
Tasha Yuan,Thursday,64501540.8000
Tasha Yuan,Friday,53887363.2000
Tasha Yuan,Saturday,57153264.0000
Tasha Yuan,Sunday,57969739.2000
Thomas Li,Monday,5742819.6000
Thomas Li,Tuesday,7178524.5000
Thomas Li,Wednesday,9332081.8500
Thomas Li,Thursday,9332081.8500
Thomas Li,Friday,3589262.2500
Thomas Li,Saturday,3589262.2500
Thomas Li,Sunday,2871409.8000
Thomas Martinez,Monday,185149767.6000
Thomas Martinez,Tuesday,206024496.3000
Thomas Martinez,Wednesday,166090232.7000
Thomas Martinez,Thursday,169720620.3000
Thomas Martinez,Friday,163367442.0000
Thomas Martinez,Saturday,185149767.6000
Thomas Martinez,Sunday,181519380.0000
Timothy Sanders,Monday,548560.7600
Timothy Sanders,Tuesday,274280.3800
Timothy Sanders,Wednesday,274280.3800
Timothy Sanders,Thursday,523626.1800
Timothy Sanders,Friday,349084.1200
Timothy Sanders,Saturday,249345.8000
Timothy Sanders,Sunday,523626.1800
Tina Lopez,Monday,45083867.4000
Tina Lopez,Tuesday,53039844.0000
Tina Lopez,Wednesday,29171914.2000
Tina Lopez,Thursday,34475898.6000
Tina Lopez,Friday,53039844.0000
Tina Lopez,Saturday,50387851.8000
Tina Lopez,Sunday,66299805.0000
Trish Pederson,Monday,10233750.0000
Trish Pederson,Tuesday,8187000.0000
Trish Pederson,Wednesday,8187000.0000
Trish Pederson,Thursday,13303875.0000
Trish Pederson,Friday,7163625.0000
Trish Pederson,Saturday,5116875.0000
Trish Pederson,Sunday,7163625.0000
Trisha Sun,Monday,27411125.0400
Trisha Sun,Tuesday,27008020.2600
Trisha Sun,Wednesday,25261232.8800
Trisha Sun,Thursday,25126864.6200
Trisha Sun,Friday,25261232.8800
Trisha Sun,Saturday,25126864.6200
Trisha Sun,Sunday,29292280.6800
Tristan Butler,Monday,20894.1300
Tristan Butler,Tuesday,41788.2600
Tristan Butler,Wednesday,104470.6500
Tristan Butler,Thursday,62682.3900
Tristan Butler,Friday,20894.1300
Tristan Butler,Saturday,20894.1300
Troy Chandra,Monday,3571659.0000
Troy Chandra,Tuesday,2381106.0000
Troy Chandra,Wednesday,8333871.0000
Troy Chandra,Friday,1190553.0000
Troy Chandra,Sunday,3571659.0000
Tyrone Ruiz,Monday,0.0000
Tyrone Ruiz,Tuesday,0.0000
Tyrone Ruiz,Wednesday,0.0000
Tyrone Ruiz,Thursday,0.0000
Tyrone Ruiz,Friday,0.0000
Tyrone Ruiz,Saturday,0.0000
Tyrone Ruiz,Sunday,0.0000
Victoria Powell,Monday,10100921.6000
Victoria Powell,Tuesday,11424828.8000
Victoria Powell,Wednesday,8237644.8000
Victoria Powell,Thursday,9708652.8000
Victoria Powell,Friday,8286678.4000
Victoria Powell,Saturday,9806720.0000
Victoria Powell,Sunday,10297056.0000
Victoria Williams,Monday,31886511.5400
Victoria Williams,Tuesday,32875240.5800
Victoria Williams,Wednesday,31392147.0200
Victoria Williams,Thursday,31392147.0200
Victoria Williams,Friday,36335792.2200
Victoria Williams,Saturday,29661871.2000
Victoria Williams,Sunday,29909053.4600
Virginia Rodriguez,Monday,5481348.6000
Virginia Rodriguez,Tuesday,5089823.7000
Virginia Rodriguez,Wednesday,6264398.4000
Virginia Rodriguez,Thursday,5481348.6000
Virginia Rodriguez,Friday,6264398.4000
Virginia Rodriguez,Saturday,7047448.2000
Virginia Rodriguez,Sunday,7438973.1000
Walter Jimenez,Monday,21736951.2100
Walter Jimenez,Tuesday,23409024.3800
Walter Jimenez,Wednesday,26753170.7200
Walter Jimenez,Thursday,25081097.5500
Walter Jimenez,Friday,31769390.2300
Walter Jimenez,Saturday,13376585.3600
Walter Jimenez,Sunday,33441463.4000
Warren Zhao,Monday,85719816.0000
Warren Zhao,Tuesday,79767051.0000
Warren Zhao,Wednesday,79767051.0000
Warren Zhao,Thursday,84529263.0000
Warren Zhao,Friday,82148157.0000
Warren Zhao,Saturday,86910369.0000
Warren Zhao,Sunday,80957604.0000
Whitney Sanchez,Monday,21459.1300
Whitney Sanchez,Tuesday,17557.4700
Whitney Sanchez,Wednesday,15606.6400
Whitney Sanchez,Thursday,9754.1500
Whitney Sanchez,Friday,17557.4700
Whitney Sanchez,Saturday,17557.4700
Whitney Sanchez,Sunday,15606.6400
Willie Gao,Monday,0.0000
Willie Gao,Tuesday,0.0000
Willie Gao,Wednesday,0.0000
Willie Gao,Thursday,0.0000
Willie Gao,Friday,0.0000
Willie Gao,Saturday,0.0000
Willie Gao,Sunday,0.0000
Xavier Smith,Monday,9983565.9000
Xavier Smith,Tuesday,7260775.2000
Xavier Smith,Wednesday,8168372.1000
Xavier Smith,Thursday,7260775.2000
Xavier Smith,Friday,9075969.0000
Xavier Smith,Saturday,5445581.4000
Xavier Smith,Sunday,6353178.3000
